,球员,号码,出场时间,首发,2分中-投,3分中-投,罚球中-投,进攻篮板,防守篮板,助攻,犯规,抢断,失误,盖帽,扣篮,被侵,快攻,得分,Game_ID,球队
6330,侯天一,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000173,四川
6331,王政博,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000173,四川
6332,于刚,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000173,四川
6333,胡钧淋,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000173,四川
6334,胡林森,8,4,0,0-2(0%),0-1(0%),0-0(0%),1,0,0,0,0,0,0,0,0,0/0,0,2019202000173,四川
6335,闵庆飞,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000173,四川
6336,四川,--,--,--,25-57(44%),10-33(30%),23-28(82%),18,26,21,24,9,13,2,4,25,0/0,103,2019202000173,四川
6337,哈德森,0,30,1,7-8(88%),5-9(56%),4-4(100%),0,3,8,3,4,4,1,0,6,0/0,33,2019202000173,山东
6338,陶汉林,20,34,1,7-12(58%),0-0(0%),6-9(67%),3,9,0,3,0,0,4,1,7,0/0,20,2019202000173,山东
6339,李敬宇,8,33,1,3-5(60%),1-4(25%),0-0(0%),1,6,2,4,0,1,1,0,0,0/0,9,2019202000173,山东
6340,王汝恒,24,37,1,3-4(75%),0-2(0%),3-4(75%),0,2,6,4,2,2,0,0,4,0/0,9,2019202000173,山东
6341,田嘉夫,14,9,1,0-1(0%),0-2(0%),0-0(0%),0,1,0,0,0,0,0,0,1,0/0,0,2019202000173,山东
6342,詹姆斯-梅斯,40,39,0,12-18(67%),0-1(0%),5-7(71%),2,8,2,3,2,4,0,3,5,0/0,29,2019202000173,山东
6343,张庆鹏,9,32,0,1-1(100%),3-8(38%),2-2(100%),1,2,4,2,2,2,0,0,1,0/0,13,2019202000173,山东
6344,陈培东,44,4,0,2-2(100%),0-0(0%),0-0(0%),0,0,0,1,1,1,0,0,0,0/0,4,2019202000173,山东
6345,吴轲,15,10,0,1-1(100%),0-0(0%),0-0(0%),1,1,1,4,0,1,0,0,0,0/0,2,2019202000173,山东
6346,张辉,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000173,山东
6347,侯沛佐,10,4,0,0-0(0%),0-0(0%),0-0(0%),1,0,0,1,0,0,0,0,0,0/0,0,2019202000173,山东
6348,王冠翔,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000173,山东
6349,孙贺男,31,1,0,0-0(0%),0-1(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000173,山东
6350,李泓翰,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000173,山东
6351,刘大鹏,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000173,山东
6352,朱荣振,35,2,0,0-1(0%),0-0(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2019202000173,山东
6353,贾诚,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000173,山东
6354,马光翰,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000173,山东
6355,山东,--,--,--,36-53(68%),9-27(33%),20-26(77%),9,32,23,26,11,15,6,4,24,0/0,119,2019202000173,山东
6356,尼克尔森,44,39,1,8-13(62%),3-6(50%),9-9(100%),4,7,0,2,3,4,3,0,8,0/0,34,2019202000174,广州
6357,陈盈骏,9,33,1,7-12(58%),2-3(67%),1-1(100%),2,2,3,2,3,1,0,0,4,0/0,21,2019202000174,广州
6358,张永鹏,33,33,1,3-5(60%),0-0(0%),1-2(50%),1,8,4,5,0,1,1,0,2,0/0,7,2019202000174,广州
6359,刘丰搏,30,34,1,2-4(50%),1-7(14%),0-0(0%),1,1,0,4,1,1,0,0,0,0/0,7,2019202000174,广州
6360,姚天一,1,27,1,1-3(33%),1-4(25%),0-0(0%),0,0,3,3,1,0,0,0,0,0/0,5,2019202000174,广州
6361,凯弗-赛克斯,28,32,0,6-11(55%),1-7(14%),5-5(100%),2,2,5,2,1,1,1,0,5,0/0,20,2019202000174,广州
6362,孙鸣阳,27,16,0,1-2(50%),1-4(25%),0-0(0%),2,0,0,4,0,1,1,0,0,0/0,5,2019202000174,广州
6363,郑准,50,6,0,2-2(100%),0-4(0%),0-0(0%),1,2,0,1,0,0,0,0,0,0/0,4,2019202000174,广州
6364,贾明儒,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,广州
6365,10,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,广州
6366,谷玥灼,12,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,广州
6367,张展玮,23,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,广州
6368,司坤,6,2,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2019202000174,广州
6369,衡艺丰,8,13,0,0-1(0%),0-2(0%),0-0(0%),0,0,0,3,1,0,0,0,0,0/0,0,2019202000174,广州
6370,郭凯,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,广州
6371,李炎哲,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,广州
6372,广州,--,--,--,30-53(57%),9-37(24%),16-17(94%),13,22,15,27,10,9,6,0,19,0/0,103,2019202000174,广州
6373,泰-劳森,1,39,1,6-13(46%),3-7(43%),10-11(91%),2,8,9,3,2,3,0,0,13,0/0,31,2019202000174,福建
6374,陈林坚,15,45,1,7-12(58%),2-4(50%),5-6(83%),0,4,0,1,1,2,0,0,3,0/0,25,2019202000174,福建
6375,王哲林,31,37,1,7-11(64%),1-1(100%),6-7(86%),5,8,3,2,1,1,1,1,8,0/0,23,2019202000174,福建
6376,何重达,11,21,1,1-1(100%),3-4(75%),0-2(0%),2,1,3,3,0,2,1,0,1,0/0,11,2019202000174,福建
6377,黄毅超,14,27,1,3-4(75%),1-4(25%),0-0(0%),1,0,1,4,1,0,1,0,0,0/0,9,2019202000174,福建
6378,康宁汉姆,33,31,0,5-8(63%),1-3(33%),0-0(0%),0,5,0,3,0,0,2,1,1,0/0,13,2019202000174,福建
6379,卡米然斯地克江,3,19,0,0-1(0%),2-3(67%),0-0(0%),0,2,1,1,1,2,0,0,1,0/0,6,2019202000174,福建
6380,曹飞,29,12,0,2-3(67%),0-1(0%),0-0(0%),0,2,0,0,0,3,0,0,0,0/0,4,2019202000174,福建
6381,李江淮,5,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,福建
6382,徐铭智,0,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,福建
6383,谢亚财,19,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,福建
6384,刘洺宇,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,福建
6385,王润锋,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,福建
6386,胡珑贸,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,福建
6387,刁成灏,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,福建
6388,孙椿棚,13,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,0,2019202000174,福建
6389,孙喆,17,4,0,0-0(0%),0-0(0%),0-0(0%),1,1,1,1,0,0,0,0,0,0/0,0,2019202000174,福建
6390,汤杰,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000174,福建
6391,福建,--,--,--,31-53(58%),13-27(48%),21-26(81%),11,31,18,19,6,13,5,2,27,0/0,122,2019202000174,福建
6392,翟晓川,20,27,1,5-5(100%),2-5(40%),5-5(100%),1,4,1,2,0,2,0,0,3,0/0,21,2019202000175,北京
6393,林书豪,7,30,1,6-11(55%),1-1(100%),5-10(50%),1,4,9,6,1,1,0,0,9,0/0,20,2019202000175,北京
6394,方硕,8,30,1,4-5(80%),2-5(40%),2-2(100%),1,1,4,0,0,0,0,0,3,0/0,16,2019202000175,北京
6395,朱彦西,13,33,1,1-1(100%),2-7(29%),0-0(0%),0,3,1,3,2,1,0,0,0,0/0,8,2019202000175,北京
6396,丘天,19,14,1,0-0(0%),0-0(0%),1-2(50%),1,1,0,6,0,0,0,0,1,0/0,1,2019202000175,北京
6397,尤度,9,37,0,8-13(62%),0-0(0%),2-2(100%),2,9,3,3,6,2,8,2,2,0/0,18,2019202000175,北京
6398,刘晓宇,10,22,0,4-7(57%),1-3(33%),2-2(100%),0,3,1,3,0,0,0,0,1,0/0,13,2019202000175,北京
6399,王旭,4,5,0,0-0(0%),1-2(50%),0-0(0%),0,2,1,1,0,3,0,0,1,0/0,3,2019202000175,北京
6400,段江鹏,11,9,0,1-1(100%),0-1(0%),1-2(50%),0,1,0,0,0,1,0,0,2,0/0,3,2019202000175,北京
6401,周仪翔,27,20,0,1-2(50%),0-2(0%),0-0(0%),0,1,0,0,0,0,0,0,0,0/0,2,2019202000175,北京
6402,赵晏满,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,北京
6403,王骁辉,77,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,北京
6404,张才仁,16,7,0,0-1(0%),0-0(0%),0-0(0%),0,0,0,0,0,1,0,0,0,0/0,0,2019202000175,北京
6405,张卓,22,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,北京
6406,李佳益,39,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,北京
6407,常林,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,北京
6408,孙昊锋,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,北京
6409,孙晨然,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,北京
6410,北京,--,--,--,30-46(65%),9-26(35%),18-25(72%),6,29,20,24,9,11,8,2,22,0/0,105,2019202000175,北京
6411,孙铭徽,17,40,1,5-11(45%),2-7(29%),4-6(67%),2,2,9,4,2,6,0,1,5,0/0,20,2019202000175,广厦
6412,胡金秋,21,39,1,5-9(56%),1-2(50%),6-6(100%),3,7,1,4,0,0,0,1,6,0/0,19,2019202000175,广厦
6413,普拉姆利,24,31,1,8-15(53%),0-0(0%),0-0(0%),1,6,2,3,0,5,0,2,4,0/0,16,2019202000175,广厦
6414,赵岩昊,25,38,1,2-4(50%),3-8(38%),3-6(50%),1,1,4,4,3,1,1,0,5,0/0,16,2019202000175,广厦
6415,刘铮,11,23,1,2-6(33%),0-1(0%),0-0(0%),0,4,0,2,2,0,0,0,0,0/0,4,2019202000175,广厦
6416,李京龙,9,34,0,0-1(0%),4-9(44%),0-0(0%),0,2,0,3,1,1,0,0,1,0/0,12,2019202000175,广厦
6417,苏若禹,5,15,0,0-1(0%),0-0(0%),6-6(100%),3,2,1,2,0,1,0,0,3,0/0,6,2019202000175,广厦
6418,李金效,13,3,0,1-2(50%),0-0(0%),0-0(0%),0,1,0,0,0,0,0,0,0,0/0,2,2019202000175,广厦
6419,原晨云,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,广厦
6420,赵天熠,15,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,广厦
6421,赵嘉仁,32,1,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,广厦
6422,赵嘉义,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,广厦
6423,吴羽佳,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,广厦
6424,杜金伦,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,广厦
6425,朱俊龙,23,11,0,0-2(0%),0-1(0%),0-0(0%),1,1,0,1,0,1,0,0,0,0/0,0,2019202000175,广厦
6426,艾伦-杰克逊,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000175,广厦
6427,广厦,--,--,--,23-51(45%),10-28(36%),19-24(79%),11,26,17,23,8,15,1,4,24,0/0,95,2019202000175,广厦
6428,亚当斯,4,42,1,13-20(65%),4-15(27%),11-12(92%),2,10,6,1,4,3,0,0,8,0/0,49,2019202000176,青岛
6429,刘传兴,21,18,1,2-5(40%),0-0(0%),1-2(50%),3,4,0,3,0,0,2,0,1,0/0,5,2019202000176,青岛
6430,赵泰隆,8,32,1,1-1(100%),0-5(0%),0-0(0%),2,0,1,4,0,1,0,0,0,0/0,2,2019202000176,青岛
6431,杨金蒙,7,8,1,1-2(50%),0-0(0%),0-0(0%),0,2,0,2,0,0,0,0,1,0/0,2,2019202000176,青岛
6432,王庆明,32,14,1,0-0(0%),0-1(0%),0-0(0%),0,2,1,3,0,1,2,0,0,0/0,0,2019202000176,青岛
6433,约翰逊,41,29,0,7-12(58%),0-0(0%),7-10(70%),3,7,2,2,1,2,0,0,6,0/0,21,2019202000176,青岛
6434,焦海龙,17,33,0,2-3(67%),1-4(25%),2-2(100%),1,2,0,4,0,0,0,0,1,0/0,9,2019202000176,青岛
6435,赵大鹏,30,28,0,3-4(75%),0-3(0%),1-2(50%),1,4,1,2,2,2,0,0,4,0/0,7,2019202000176,青岛
6436,林韦翰,16,26,0,3-5(60%),0-1(0%),0-0(0%),0,0,2,3,0,1,0,0,1,0/0,6,2019202000176,青岛
6437,许家晗,3,6,0,1-2(50%),0-1(0%),0-0(0%),0,2,0,1,0,0,0,0,0,0/0,2,2019202000176,青岛
6438,翟逸,33,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,青岛
6439,张骋宇,6,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,青岛
6440,赵戌宏,20,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,青岛
6441,周湛东,24,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,青岛
6442,王睿泽,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,青岛
6443,杨凯,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,青岛
6444,张昊,55,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,青岛
6445,史文龙,26,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,青岛
6446,邵英伦,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,青岛
6447,丁皓然,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,青岛
6448,青岛,--,--,--,33-54(61%),5-30(17%),22-28(79%),12,33,13,25,7,10,4,0,22,0/0,103,2019202000176,青岛
6449,韩德君,55,37,1,8-15(53%),0-1(0%),7-8(88%),8,6,0,4,0,0,1,0,5,0/0,23,2019202000176,辽宁
6450,郭艾伦,13,42,1,1-8(13%),1-6(17%),3-4(75%),2,6,7,3,0,7,0,0,5,0/0,8,2019202000176,辽宁
6451,李晓旭,22,17,1,2-3(67%),1-1(100%),0-0(0%),2,1,0,1,1,0,0,0,0,0/0,7,2019202000176,辽宁
6452,赵继伟,3,33,1,1-1(100%),1-7(14%),1-1(100%),1,5,2,4,2,1,0,0,2,0/0,6,2019202000176,辽宁
6453,史蒂芬森,1,21,1,2-7(29%),0-9(0%),1-3(33%),0,4,3,2,0,1,0,0,2,0/0,5,2019202000176,辽宁
6454,巴斯,30,39,0,14-19(74%),0-0(0%),7-10(70%),9,9,5,3,1,2,0,3,8,0/0,35,2019202000176,辽宁
6455,高诗岩,0,30,0,1-3(33%),4-8(50%),1-1(100%),0,2,4,4,3,1,0,0,2,0/0,15,2019202000176,辽宁
6456,贺天举,6,1,0,1-1(100%),0-1(0%),0-0(0%),0,0,0,1,0,0,0,0,0,0/0,2,2019202000176,辽宁
6457,马壮,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,辽宁
6458,刘雁宇,17,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,辽宁
6459,王化东,32,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,辽宁
6460,孙锴祺,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,辽宁
6461,郭旭,15,16,0,0-0(0%),0-2(0%),0-0(0%),0,1,0,0,0,0,0,0,0,0/0,0,2019202000176,辽宁
6462,丛明晨,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,辽宁
6463,刘志轩,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,辽宁
6464,卢梓杰,28,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,辽宁
6465,鄢手骐,36,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000176,辽宁
6466,辽宁,--,--,--,30-57(53%),7-35(20%),20-27(74%),22,34,21,22,7,12,1,3,24,0/0,101,2019202000176,辽宁
6467,许钟豪,27,34,1,5-12(42%),0-1(0%),2-4(50%),2,4,1,3,1,1,2,0,2,0/0,12,2019202000177,八一
6468,雷蒙,11,34,1,4-9(44%),0-6(0%),4-4(100%),4,3,0,1,2,2,0,0,2,0/0,12,2019202000177,八一
6469,宁鸿宇,16,11,1,1-3(33%),1-1(100%),0-0(0%),0,0,0,2,0,2,0,0,1,0/0,5,2019202000177,八一
6470,田宇翔,7,16,1,2-6(33%),0-1(0%),0-0(0%),0,3,2,3,0,2,0,0,0,0/0,4,2019202000177,八一
6471,罗凯文,17,24,1,1-4(25%),0-1(0%),1-2(50%),2,1,0,2,0,2,0,0,1,0/0,3,2019202000177,八一
6472,郭昊文,6,29,0,5-11(45%),2-2(100%),9-10(90%),3,5,3,4,1,2,1,0,10,0/0,25,2019202000177,八一
6473,阿尔斯兰,5,31,0,3-5(60%),4-7(57%),0-0(0%),0,3,2,2,0,0,0,0,0,0/0,18,2019202000177,八一
6474,付豪,1,31,0,7-16(44%),0-0(0%),2-4(50%),5,5,0,6,0,1,0,0,2,0/0,16,2019202000177,八一
6475,王俊杰,3,7,0,1-1(100%),0-0(0%),0-0(0%),1,0,1,0,1,1,0,0,0,0/0,2,2019202000177,八一
6476,邹雨宸,10,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,八一
6477,刘航初,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,八一
6478,张祖铭,20,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,八一
6479,马泳,25,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,八一
6480,张旭,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,八一
6481,韩硕,33,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,八一
6482,缪光旸,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,八一
6483,余晨,15,18,0,0-3(0%),0-0(0%),0-0(0%),1,3,1,5,0,0,0,0,1,0/0,0,2019202000177,八一
6484,石颜博,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,八一
6485,八一,--,--,--,29-70(41%),7-19(37%),18-24(75%),18,27,10,28,5,13,3,0,19,0/0,97,2019202000177,八一
6486,周琦,9,39,1,14-19(74%),1-4(25%),3-8(38%),5,7,1,4,1,1,6,5,7,0/0,34,2019202000177,新疆
6487,曾令旭,6,39,1,6-6(100%),0-0(0%),5-5(100%),0,4,6,3,1,5,0,0,5,0/0,17,2019202000177,新疆
6488,埃里克-米卡,12,33,1,7-13(54%),0-0(0%),2-8(25%),10,4,0,1,1,2,1,2,8,0/0,16,2019202000177,新疆
6489,阿不都沙拉木,23,40,1,5-11(45%),0-8(0%),1-1(100%),2,6,7,2,2,2,0,0,0,0/0,11,2019202000177,新疆
6490,西热力江,20,37,1,1-4(25%),1-6(17%),5-5(100%),3,2,6,2,1,1,0,0,2,0/0,10,2019202000177,新疆
6491,可兰白克,13,17,0,0-1(0%),2-5(40%),0-0(0%),0,1,0,0,0,1,0,0,0,0/0,6,2019202000177,新疆
6492,俞长栋,7,15,0,1-3(33%),1-1(100%),0-0(0%),0,3,1,3,0,0,0,0,1,0/0,5,2019202000177,新疆
6493,范子铭,17,8,0,0-2(0%),0-0(0%),3-4(75%),0,3,0,2,0,1,0,0,2,0/0,3,2019202000177,新疆
6494,鲁吐布拉,26,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,新疆
6495,西尔扎提-赛买提,0,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,新疆
6496,刘羽楠,18,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,新疆
6497,热甫卡提江,31,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,新疆
6498,刘力鹏,35,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,新疆
6499,齐麟,11,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,新疆
6500,唐才育,8,8,0,0-2(0%),0-0(0%),0-0(0%),1,2,0,2,1,1,0,0,1,0/0,0,2019202000177,新疆
6501,凯-费尔德,1,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000177,新疆
6502,新疆,--,--,--,34-61(56%),5-24(21%),19-31(61%),21,32,21,19,7,14,7,7,26,0/0,102,2019202000177,新疆
6503,马尔科-托多罗维奇,19,30,1,4-10(40%),2-4(50%),5-5(100%),2,7,2,1,2,6,0,0,3,0/0,19,2019202000178,天津
6504,金鑫,10,30,1,3-5(60%),3-3(100%),2-2(100%),2,5,2,3,2,1,0,0,3,0/0,17,2019202000178,天津
6505,刘帅,12,42,1,4-5(80%),1-2(50%),2-4(50%),0,0,7,4,0,3,0,0,3,0/0,13,2019202000178,天津
6506,田野,17,12,1,1-2(50%),1-2(50%),0-0(0%),0,1,1,2,0,0,0,0,0,0/0,5,2019202000178,天津
6507,时德帅,23,42,1,2-3(67%),0-1(0%),0-0(0%),2,2,2,3,3,4,0,0,0,0/0,4,2019202000178,天津
6508,查森-兰德尔,25,40,0,4-9(44%),6-10(60%),13-14(93%),0,3,8,3,2,5,0,0,8,0/0,39,2019202000178,天津
6509,孟子凯,1,17,0,2-3(67%),2-3(67%),4-4(100%),1,4,0,1,1,1,0,1,3,0/0,14,2019202000178,天津
6510,潘宁,6,22,0,1-3(33%),1-3(33%),0-0(0%),0,2,0,4,0,0,1,0,2,0/0,5,2019202000178,天津
6511,刘伟,21,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,天津
6512,史仪,22,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,天津
6513,李荣培,7,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,天津
6514,田雨,16,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,天津
6515,张云梦,13,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,天津
6516,何思雨,20,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,天津
6517,韩博林,8,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,天津
6518,高森堡,2,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,天津
6519,孟祥龙,14,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,天津
6520,栾晓君,4,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,天津
6521,关健,68,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,天津
6522,张智涵,9,0,0,0-0(0%),0-0(0%),0-0(0%),0,0,0,0,0,0,0,0,0,0/0,0,2019202000178,天津
6523,天津,--,--,--,21-40(53%),16-28(57%),26-29(90%),7,24,22,21,10,20,1,1,22,0/0,116,2019202000178,天津
6524,约瑟夫-杨,3,45,1,16-19(84%),4-11(36%),8-8(100%),0,2,6,2,2,4,0,1,8,0/0,52,2019202000178,同曦
6525,宋建骅,8,40,1,4-5(80%),2-7(29%),0-0(0%),2,2,2,4,3,0,0,0,2,0/0,14,2019202000178,同曦
6526,何敬佳,20,35,1,6-8(75%),0-0(0%),1-1(100%),1,0,2,5,3,2,1,0,1,0/0,13,2019202000178,同曦
6527,哈达迪,15,36,1,2-4(50%),0-2(0%),2-3(67%),3,8,7,4,2,4,1,0,3,0/0,6,2019202000178,同曦
6528,郭一飞,10,9,1,1-1(100%),0-2(0%),0-0(0%),0,0,0,1,0,0,0,0,1,0/0,2,2019202000178,同曦
6529,于长春,6,17,0,0-1(0%),3-8(38%),2-2(100%),1,0,0,1,1,1,0,0,2,0/0,11,2019202000178,同曦
